ID_Transaccion,Fecha,Dia_Semana,Producto,Categoria,Canal_Venta,Cantidad,Precio_Unitario,Ventas_Soles,Costo_Soles,Utilidad_Soles
TX-1450,2026-08-21,Friday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1451,2026-08-21,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1452,2026-08-21,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1453,2026-08-21,Friday,Inca Kola 1.5L,Bebidas,WhatsApp,1,7.5,7.5,4.8,2.7
TX-1454,2026-08-21,Friday,Inca Kola 1.5L,Bebidas,Yape / Plin,1,7.5,7.5,4.8,2.7
TX-1455,2026-08-21,Friday,Arroz Costeño 5kg,Abarrotes,WhatsApp,4,24.5,98.0,72.0,26.0
TX-1456,2026-08-21,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1457,2026-08-21,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1458,2026-08-21,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1459,2026-08-21,Friday,Arroz Costeño 5kg,Abarrotes,Delivery / App,5,24.5,122.5,90.0,32.5
TX-1460,2026-08-21,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1461,2026-08-21,Friday,Inca Kola 1.5L,Bebidas,Delivery / App,4,7.5,30.0,19.2,10.8
TX-1462,2026-08-21,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1463,2026-08-21,Friday,Inca Kola 1.5L,Bebidas,Delivery / App,3,7.5,22.5,14.4,8.1
TX-1464,2026-08-21,Friday,Aceite Primor 1L,Abarrotes,WhatsApp,1,11.5,11.5,8.5,3.0
TX-1465,2026-08-22,Saturday,Leche Gloria 400g,Lácteos,Yape / Plin,4,4.2,16.8,12.4,4.4
TX-1466,2026-08-22,Saturday,Detergente Opal 1kg,Limpieza,Yape / Plin,5,12.0,60.0,41.0,19.0
TX-1467,2026-08-22,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1468,2026-08-22,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,2,24.5,49.0,36.0,13.0
TX-1469,2026-08-22,Saturday,Aceite Primor 1L,Abarrotes,Yape / Plin,3,11.5,34.5,25.5,9.0
TX-1470,2026-08-22,Saturday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,5,34.0,170.0,120.0,50.0
TX-1471,2026-08-22,Saturday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1472,2026-08-22,Saturday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1473,2026-08-22,Saturday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1474,2026-08-22,Saturday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1475,2026-08-22,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1476,2026-08-22,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,5,9.8,49.0,34.5,14.5
TX-1477,2026-08-22,Saturday,Arroz Costeño 5kg,Abarrotes,WhatsApp,4,24.5,98.0,72.0,26.0
TX-1478,2026-08-22,Saturday,Aceite Primor 1L,Abarrotes,Yape / Plin,3,11.5,34.5,25.5,9.0
TX-1479,2026-08-22,Saturday,Leche Gloria 400g,Lácteos,Tienda Física,3,4.2,12.6,9.3,3.3
TX-1480,2026-08-22,Saturday,Arroz Costeño 5kg,Abarrotes,Delivery / App,3,24.5,73.5,54.0,19.5
TX-1481,2026-08-22,Saturday,Inca Kola 1.5L,Bebidas,Yape / Plin,2,7.5,15.0,9.6,5.4
TX-1482,2026-08-22,Saturday,Pollo Entero kg,Carnes/Frescos,WhatsApp,1,9.8,9.8,6.9,2.9
TX-1483,2026-08-22,Saturday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1484,2026-08-22,Saturday,Galletas Soda Field,Snacks,WhatsApp,3,2.5,7.5,4.2,3.3
TX-1485,2026-08-22,Saturday,Aceite Primor 1L,Abarrotes,Tienda Física,2,11.5,23.0,17.0,6.0
TX-1486,2026-08-22,Saturday,Inca Kola 1.5L,Bebidas,Yape / Plin,5,7.5,37.5,24.0,13.5
TX-1487,2026-08-22,Saturday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1488,2026-08-22,Saturday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,5,34.0,170.0,120.0,50.0
TX-1489,2026-08-22,Saturday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1490,2026-08-23,Sunday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,1,34.0,34.0,24.0,10.0
TX-1491,2026-08-23,Sunday,Leche Gloria 400g,Lácteos,Yape / Plin,4,4.2,16.8,12.4,4.4
TX-1492,2026-08-23,Sunday,Leche Gloria 400g,Lácteos,Tienda Física,1,4.2,4.2,3.1,1.1
TX-1493,2026-08-23,Sunday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,1,34.0,34.0,24.0,10.0
TX-1494,2026-08-23,Sunday,Inca Kola 1.5L,Bebidas,Yape / Plin,3,7.5,22.5,14.4,8.1
TX-1495,2026-08-23,Sunday,Galletas Soda Field,Snacks,Yape / Plin,5,2.5,12.5,7.0,5.5
TX-1496,2026-08-23,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1497,2026-08-23,Sunday,Galletas Soda Field,Snacks,Tienda Física,2,2.5,5.0,2.8,2.2
TX-1498,2026-08-23,Sunday,Leche Gloria 400g,Lácteos,WhatsApp,5,4.2,21.0,15.5,5.5
TX-1499,2026-08-23,Sunday,Galletas Soda Field,Snacks,Yape / Plin,2,2.5,5.0,2.8,2.2
TX-1500,2026-08-23,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1501,2026-08-23,Sunday,Galletas Soda Field,Snacks,Tienda Física,2,2.5,5.0,2.8,2.2
TX-1502,2026-08-23,Sunday,Detergente Opal 1kg,Limpieza,Delivery / App,3,12.0,36.0,24.6,11.4
TX-1503,2026-08-23,Sunday,Arroz Costeño 5kg,Abarrotes,WhatsApp,2,24.5,49.0,36.0,13.0
TX-1504,2026-08-23,Sunday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,5,9.8,49.0,34.5,14.5
TX-1505,2026-08-23,Sunday,Detergente Opal 1kg,Limpieza,Yape / Plin,3,12.0,36.0,24.6,11.4
TX-1506,2026-08-23,Sunday,Aceite Primor 1L,Abarrotes,Delivery / App,1,11.5,11.5,8.5,3.0
TX-1507,2026-08-23,Sunday,Galletas Soda Field,Snacks,WhatsApp,4,2.5,10.0,5.6,4.4
TX-1508,2026-08-23,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1509,2026-08-23,Sunday,Inca Kola 1.5L,Bebidas,WhatsApp,4,7.5,30.0,19.2,10.8
TX-1510,2026-08-23,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1511,2026-08-23,Sunday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1512,2026-08-23,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1513,2026-08-23,Sunday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,3,9.8,29.4,20.7,8.7
TX-1514,2026-08-23,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1515,2026-08-23,Sunday,Leche Gloria 400g,Lácteos,WhatsApp,3,4.2,12.6,9.3,3.3
TX-1516,2026-08-23,Sunday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1517,2026-08-23,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1518,2026-08-23,Sunday,Galletas Soda Field,Snacks,Tienda Física,2,2.5,5.0,2.8,2.2
TX-1519,2026-08-23,Sunday,Aceite Primor 1L,Abarrotes,Delivery / App,5,11.5,57.5,42.5,15.0
TX-1520,2026-08-23,Sunday,Leche Gloria 400g,Lácteos,Yape / Plin,5,4.2,21.0,15.5,5.5
TX-1521,2026-08-23,Sunday,Galletas Soda Field,Snacks,WhatsApp,5,2.5,12.5,7.0,5.5
TX-1522,2026-08-23,Sunday,Inca Kola 1.5L,Bebidas,Yape / Plin,2,7.5,15.0,9.6,5.4
TX-1523,2026-08-23,Sunday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1524,2026-08-24,Monday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1525,2026-08-24,Monday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,5,34.0,170.0,120.0,50.0
TX-1526,2026-08-24,Monday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,3,34.0,102.0,72.0,30.0
TX-1527,2026-08-24,Monday,Leche Gloria 400g,Lácteos,Tienda Física,1,4.2,4.2,3.1,1.1
TX-1528,2026-08-24,Monday,Leche Gloria 400g,Lácteos,Tienda Física,1,4.2,4.2,3.1,1.1
TX-1529,2026-08-24,Monday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1530,2026-08-24,Monday,Pollo Entero kg,Carnes/Frescos,WhatsApp,1,9.8,9.8,6.9,2.9
TX-1531,2026-08-24,Monday,Inca Kola 1.5L,Bebidas,Yape / Plin,2,7.5,15.0,9.6,5.4
TX-1532,2026-08-24,Monday,Pollo Entero kg,Carnes/Frescos,Delivery / App,3,9.8,29.4,20.7,8.7
TX-1533,2026-08-24,Monday,Detergente Opal 1kg,Limpieza,Yape / Plin,1,12.0,12.0,8.2,3.8
TX-1534,2026-08-24,Monday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,3,34.0,102.0,72.0,30.0
TX-1535,2026-08-24,Monday,Inca Kola 1.5L,Bebidas,Yape / Plin,3,7.5,22.5,14.4,8.1
TX-1536,2026-08-25,Tuesday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,4,34.0,136.0,96.0,40.0
TX-1537,2026-08-25,Tuesday,Inca Kola 1.5L,Bebidas,Tienda Física,1,7.5,7.5,4.8,2.7
TX-1538,2026-08-25,Tuesday,Galletas Soda Field,Snacks,WhatsApp,1,2.5,2.5,1.4,1.1
TX-1539,2026-08-25,Tuesday,Inca Kola 1.5L,Bebidas,WhatsApp,4,7.5,30.0,19.2,10.8
TX-1540,2026-08-25,Tuesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1541,2026-08-25,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1542,2026-08-25,Tuesday,Pollo Entero kg,Carnes/Frescos,Delivery / App,3,9.8,29.4,20.7,8.7
TX-1543,2026-08-25,Tuesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1544,2026-08-25,Tuesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1545,2026-08-25,Tuesday,Galletas Soda Field,Snacks,WhatsApp,3,2.5,7.5,4.2,3.3
TX-1546,2026-08-25,Tuesday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,4,24.5,98.0,72.0,26.0
TX-1547,2026-08-25,Tuesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1548,2026-08-25,Tuesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1549,2026-08-25,Tuesday,Arroz Costeño 5kg,Abarrotes,WhatsApp,4,24.5,98.0,72.0,26.0
TX-1550,2026-08-25,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,2,11.5,23.0,17.0,6.0
TX-1551,2026-08-25,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1552,2026-08-25,Tuesday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,1,34.0,34.0,24.0,10.0
TX-1553,2026-08-25,Tuesday,Aceite Primor 1L,Abarrotes,Delivery / App,2,11.5,23.0,17.0,6.0
TX-1554,2026-08-25,Tuesday,Aceite Primor 1L,Abarrotes,Yape / Plin,2,11.5,23.0,17.0,6.0
TX-1555,2026-08-25,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,2,11.5,23.0,17.0,6.0
TX-1556,2026-08-25,Tuesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1557,2026-08-25,Tuesday,Leche Gloria 400g,Lácteos,Delivery / App,1,4.2,4.2,3.1,1.1
TX-1558,2026-08-25,Tuesday,Galletas Soda Field,Snacks,WhatsApp,1,2.5,2.5,1.4,1.1
TX-1559,2026-08-26,Wednesday,Pollo Entero kg,Carnes/Frescos,WhatsApp,2,9.8,19.6,13.8,5.8
TX-1560,2026-08-26,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1561,2026-08-26,Wednesday,Leche Gloria 400g,Lácteos,WhatsApp,4,4.2,16.8,12.4,4.4
TX-1562,2026-08-26,Wednesday,Detergente Opal 1kg,Limpieza,Yape / Plin,2,12.0,24.0,16.4,7.6
TX-1563,2026-08-26,Wednesday,Galletas Soda Field,Snacks,Tienda Física,3,2.5,7.5,4.2,3.3
TX-1564,2026-08-26,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1565,2026-08-26,Wednesday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1566,2026-08-26,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,1,34.0,34.0,24.0,10.0
TX-1567,2026-08-26,Wednesday,Aceite Primor 1L,Abarrotes,Delivery / App,3,11.5,34.5,25.5,9.0
TX-1568,2026-08-26,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1569,2026-08-26,Wednesday,Galletas Soda Field,Snacks,WhatsApp,5,2.5,12.5,7.0,5.5
TX-1570,2026-08-26,Wednesday,Leche Gloria 400g,Lácteos,WhatsApp,4,4.2,16.8,12.4,4.4
TX-1571,2026-08-26,Wednesday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1572,2026-08-26,Wednesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1573,2026-08-26,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1574,2026-08-26,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1575,2026-08-26,Wednesday,Galletas Soda Field,Snacks,Yape / Plin,1,2.5,2.5,1.4,1.1
TX-1576,2026-08-26,Wednesday,Arroz Costeño 5kg,Abarrotes,WhatsApp,5,24.5,122.5,90.0,32.5
TX-1577,2026-08-26,Wednesday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,4,34.0,136.0,96.0,40.0
TX-1578,2026-08-27,Thursday,Inca Kola 1.5L,Bebidas,Tienda Física,4,7.5,30.0,19.2,10.8
TX-1579,2026-08-27,Thursday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1580,2026-08-27,Thursday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1581,2026-08-27,Thursday,Aceite Primor 1L,Abarrotes,Yape / Plin,4,11.5,46.0,34.0,12.0
TX-1582,2026-08-27,Thursday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1583,2026-08-27,Thursday,Aceite Primor 1L,Abarrotes,WhatsApp,3,11.5,34.5,25.5,9.0
TX-1584,2026-08-27,Thursday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1585,2026-08-27,Thursday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,2,34.0,68.0,48.0,20.0
TX-1586,2026-08-27,Thursday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1587,2026-08-27,Thursday,Pollo Entero kg,Carnes/Frescos,Delivery / App,4,9.8,39.2,27.6,11.6
TX-1588,2026-08-27,Thursday,Galletas Soda Field,Snacks,Tienda Física,2,2.5,5.0,2.8,2.2
TX-1589,2026-08-27,Thursday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1590,2026-08-27,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1591,2026-08-27,Thursday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1592,2026-08-27,Thursday,Detergente Opal 1kg,Limpieza,WhatsApp,1,12.0,12.0,8.2,3.8
TX-1593,2026-08-27,Thursday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1594,2026-08-27,Thursday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1595,2026-08-27,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1596,2026-08-27,Thursday,Pollo Entero kg,Carnes/Frescos,Tienda Física,4,9.8,39.2,27.6,11.6
TX-1597,2026-08-27,Thursday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,3,34.0,102.0,72.0,30.0
TX-1598,2026-08-27,Thursday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1599,2026-08-27,Thursday,Inca Kola 1.5L,Bebidas,Tienda Física,1,7.5,7.5,4.8,2.7
TX-1600,2026-08-27,Thursday,Inca Kola 1.5L,Bebidas,Delivery / App,3,7.5,22.5,14.4,8.1
TX-1601,2026-08-28,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1602,2026-08-28,Friday,Arroz Costeño 5kg,Abarrotes,WhatsApp,1,24.5,24.5,18.0,6.5
TX-1603,2026-08-28,Friday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,4,9.8,39.2,27.6,11.6
TX-1604,2026-08-28,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1605,2026-08-28,Friday,Inca Kola 1.5L,Bebidas,Delivery / App,2,7.5,15.0,9.6,5.4
TX-1606,2026-08-28,Friday,Arroz Costeño 5kg,Abarrotes,Delivery / App,5,24.5,122.5,90.0,32.5
TX-1607,2026-08-28,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1608,2026-08-28,Friday,Detergente Opal 1kg,Limpieza,Delivery / App,5,12.0,60.0,41.0,19.0
TX-1609,2026-08-28,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1610,2026-08-28,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1611,2026-08-28,Friday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,2,34.0,68.0,48.0,20.0
TX-1612,2026-08-28,Friday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1613,2026-08-28,Friday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,1,34.0,34.0,24.0,10.0
TX-1614,2026-08-28,Friday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1615,2026-08-28,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,4,7.5,30.0,19.2,10.8
TX-1616,2026-08-28,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1617,2026-08-28,Friday,Aceite Primor 1L,Abarrotes,WhatsApp,2,11.5,23.0,17.0,6.0
TX-1618,2026-08-28,Friday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1619,2026-08-28,Friday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1620,2026-08-28,Friday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,2,34.0,68.0,48.0,20.0
TX-1621,2026-08-28,Friday,Galletas Soda Field,Snacks,Tienda Física,2,2.5,5.0,2.8,2.2
TX-1622,2026-08-28,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1623,2026-08-28,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1624,2026-08-28,Friday,Pollo Entero kg,Carnes/Frescos,WhatsApp,1,9.8,9.8,6.9,2.9
TX-1625,2026-08-28,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1626,2026-08-28,Friday,Pollo Entero kg,Carnes/Frescos,WhatsApp,5,9.8,49.0,34.5,14.5
TX-1627,2026-08-28,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,2,24.5,49.0,36.0,13.0
TX-1628,2026-08-28,Friday,Aceite Primor 1L,Abarrotes,WhatsApp,2,11.5,23.0,17.0,6.0
TX-1629,2026-08-28,Friday,Galletas Soda Field,Snacks,Yape / Plin,1,2.5,2.5,1.4,1.1
TX-1630,2026-08-28,Friday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,5,24.5,122.5,90.0,32.5
TX-1631,2026-08-28,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1632,2026-08-28,Friday,Aceite Primor 1L,Abarrotes,Yape / Plin,5,11.5,57.5,42.5,15.0
TX-1633,2026-08-29,Saturday,Detergente Opal 1kg,Limpieza,Yape / Plin,3,12.0,36.0,24.6,11.4
TX-1634,2026-08-29,Saturday,Aceite Primor 1L,Abarrotes,Yape / Plin,5,11.5,57.5,42.5,15.0
TX-1635,2026-08-29,Saturday,Leche Gloria 400g,Lácteos,Yape / Plin,5,4.2,21.0,15.5,5.5
TX-1636,2026-08-29,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1637,2026-08-29,Saturday,Arroz Costeño 5kg,Abarrotes,WhatsApp,4,24.5,98.0,72.0,26.0
TX-1638,2026-08-29,Saturday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1639,2026-08-29,Saturday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,1,34.0,34.0,24.0,10.0
TX-1640,2026-08-29,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1641,2026-08-29,Saturday,Detergente Opal 1kg,Limpieza,WhatsApp,2,12.0,24.0,16.4,7.6
TX-1642,2026-08-29,Saturday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,2,9.8,19.6,13.8,5.8
TX-1643,2026-08-29,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1644,2026-08-29,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1645,2026-08-29,Saturday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1646,2026-08-29,Saturday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1647,2026-08-29,Saturday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1648,2026-08-29,Saturday,Leche Gloria 400g,Lácteos,WhatsApp,2,4.2,8.4,6.2,2.2
TX-1649,2026-08-29,Saturday,Leche Gloria 400g,Lácteos,Yape / Plin,5,4.2,21.0,15.5,5.5
TX-1650,2026-08-29,Saturday,Leche Gloria 400g,Lácteos,Yape / Plin,5,4.2,21.0,15.5,5.5
TX-1651,2026-08-29,Saturday,Arroz Costeño 5kg,Abarrotes,Delivery / App,4,24.5,98.0,72.0,26.0
TX-1652,2026-08-29,Saturday,Galletas Soda Field,Snacks,Delivery / App,4,2.5,10.0,5.6,4.4
TX-1653,2026-08-29,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1654,2026-08-29,Saturday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1655,2026-08-29,Saturday,Inca Kola 1.5L,Bebidas,Delivery / App,3,7.5,22.5,14.4,8.1
TX-1656,2026-08-29,Saturday,Inca Kola 1.5L,Bebidas,WhatsApp,3,7.5,22.5,14.4,8.1
TX-1657,2026-08-29,Saturday,Aceite Primor 1L,Abarrotes,WhatsApp,4,11.5,46.0,34.0,12.0
TX-1658,2026-08-30,Sunday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1659,2026-08-30,Sunday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1660,2026-08-30,Sunday,Inca Kola 1.5L,Bebidas,Yape / Plin,2,7.5,15.0,9.6,5.4
TX-1661,2026-08-30,Sunday,Galletas Soda Field,Snacks,WhatsApp,1,2.5,2.5,1.4,1.1
TX-1662,2026-08-30,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1663,2026-08-30,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1664,2026-08-30,Sunday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1665,2026-08-30,Sunday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,5,34.0,170.0,120.0,50.0
TX-1666,2026-08-30,Sunday,Arroz Costeño 5kg,Abarrotes,Tienda Física,2,24.5,49.0,36.0,13.0
TX-1667,2026-08-30,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,2,11.5,23.0,17.0,6.0
TX-1668,2026-08-30,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1669,2026-08-30,Sunday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1670,2026-08-30,Sunday,Leche Gloria 400g,Lácteos,Tienda Física,4,4.2,16.8,12.4,4.4
TX-1671,2026-08-30,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1672,2026-08-30,Sunday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1673,2026-08-30,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,5,11.5,57.5,42.5,15.0
TX-1674,2026-08-30,Sunday,Leche Gloria 400g,Lácteos,Yape / Plin,4,4.2,16.8,12.4,4.4
